9000, 0.055, 6.064
9000, 0.06, 3.329
9000, 0.065, 3.862
9000, 0.07, 3.422
9000, 0.075, 3.594
9000, 0.08, 3.953
9000, 0.085, 5.112
9000, 0.09, 3.205
9000, 0.095, 3.488
9000, 0.1, 6.046
9000, 0.105, 0.0
9000, 0.11, 4.831
9000, 0.115, 3.619
9000, 0.12, 3.536
10000, 0.05, 5.266
10000, 0.055, 5.627
10000, 0.06, 3.515
10000, 0.065, 4.937
10000, 0.07, 4.545
10000, 0.075, 4.396
10000, 0.08, 5.077
10000, 0.085, 5.486
10000, 0.09, 6.596
10000, 0.095, 6.955
10000, 0.1, 0.0
10000, 0.105, 5.407
10000, 0.11, 3.752
10000, 0.115, 4.329
10000, 0.12, 5.174
11000, 0.05, 4.581
11000, 0.055, 4.547
11000, 0.06, 6.048
11000, 0.065, 5.33
11000, 0.07, 6.438
11000, 0.075, 4.596
11000, 0.08, 10.671
11000, 0.085, 6.819
11000, 0.09, 5.533
11000, 0.095, 5.987
11000, 0.1, 5.234
11000, 0.105, 5.143
11000, 0.11, 8.3
11000, 0.115, 5.143
11000, 0.12, 4.486
12000, 0.05, 5.454
12000, 0.055, 5.08
12000, 0.06, 5.626
12000, 0.065, 7.608
12000, 0.07, 8.768
12000, 0.075, 5.345
12000, 0.08, 5.879
12000, 0.085, 5.375
12000, 0.09, 6.131
12000, 0.095, 6.097
12000, 0.1, 6.126
12000, 0.105, 5.237
12000, 0.11, 8.36
12000, 0.115, 6.768
12000, 0.12, 7.917
13000, 0.05, 5.825
13000, 0.055, 7.329
13000, 0.06, 6.361
13000, 0.065, 8.015
13000, 0.07, 4.548
13000, 0.075, 6.61
13000, 0.08, 6.38
13000, 0.085, 5.828
13000, 0.09, 6.624
13000, 0.095, 5.172
13000, 0.1, 5.957
13000, 0.105, 6.065
13000, 0.11, 4.657
13000, 0.115, 7.345
13000, 0.12, 7.611
14000, 0.05, 7.626
14000, 0.055, 8.675
14000, 0.06, 6.909
14000, 0.065, 7.86
14000, 0.07, 8.124
14000, 0.075, 6.093
14000, 0.08, 5.34
14000, 0.085, 10.378
14000, 0.09, 7.158
14000, 0.095, 7.158
14000, 0.1, 9.253
14000, 0.105, 8.269
14000, 0.11, 6.063
14000, 0.115, 5.829
14000, 0.12, 8.285
15000, 0.05, 11.971
15000, 0.055, 0.0
15000, 0.06, 7.407
15000, 0.065, 6.102
15000, 0.07, 8.565
15000, 0.075, 7.803
15000, 0.08, 8.422
15000, 0.085, 7.97
15000, 0.09, 7.174
15000, 0.095, 8.481
15000, 0.1, 11.554
15000, 0.105, 8.97
15000, 0.11, 8.261
15000, 0.115, 8.211
15000, 0.12, 6.58
16000, 0.05, 10.423
16000, 0.055, 9.596
16000, 0.06, 9.893
16000, 0.065, 12.439
16000, 0.07, 10.687
16000, 0.075, 8.736
16000, 0.08, 11.393
16000, 0.085, 10.955
16000, 0.09, 7.597
16000, 0.095, 0.0
16000, 0.1, 9.017
16000, 0.105, 12.362
16000, 0.11, 8.221
16000, 0.115, 7.407
16000, 0.12, 9.206
